Area,date, pm25, pm10, o3, no2, so2, co, psi
North,2020/6/20, 32, 19, 4,, 1, 5,
North,2020/6/21, 38, 21, 7,, 1, 5,
North,2020/6/22, 47, 20, 5,, 2, 5,
North,2020/6/23, 33, 17, 2,, 1, 5,
North,2020/6/24, 34, 21, 10,, 1, 5,
North,2020/6/25, 41, 22, 11,, 2, 5,
North,2020/6/26, 45, 29, 11,, 2, 8,
North,2020/6/27, 52, 24, 10,, 2, 13,
North,2020/6/28, 39, 24, 12,, 2, 7,
North,2020/6/29, 44, 28, 14,, 2, 5,
North,2020/6/30, 49, 26, 9,, 12, 6,
North,2020/1/1, 35, 20, 15,, 2, 4,
North,2020/1/2, 35, 22, 15,, 2, 4,
North,2020/1/3, 42, 20, 12,, 2, 3,
North,2020/1/4, 38, 21, 6,, 2, 2,
North,2020/1/5, 40, 20, 14,, 2, 3,
North,2020/1/6, 41, 12, 15,, 2, 3,
North,2020/1/7, 21, 14, 15,, 2, 3,
North,2020/1/8, 32, 18, 17,, 2, 4,
North,2020/1/9, 38, 19, 11,, 2, 4,
North,2020/1/10, 42, 19, 15,, 2, 4,
North,2020/1/11, 44, 19, 23,, 2, 4,
North,2020/1/12, 50, 20, 22,, 2, 4,
North,2020/1/13, 43, 19, 18,, 2, 4,
North,2020/1/14, 40, 19, 19,, 2, 4,
North,2020/1/15, 41, 22, 16,, 2,,
North,2020/1/16, 61, 30, 13,, 2, 5,
North,2020/1/17, 69, 25, 7,, 2, 5,
North,2020/1/18, 49, 22, 2,, 2, 4,
North,2020/1/19, 36, 21, 12,, 2, 4,
North,2020/1/20, 44, 15, 10,, 2, 4,
North,2020/1/21, 30, 16, 13,, 2, 4,
North,2020/1/22, 36, 16, 15,, 2, 4,
North,2020/1/23, 32, 16, 17,, 2, 4,
North,2020/1/24, 36, 16, 20,, 2, 4,
North,2020/1/25, 32, 14, 20,, 2, 4,
North,2020/1/26, 29, 14, 15,, 2, 5,
North,2020/1/27, 32, 14, 21,, 2, 5,
North,2020/1/28, 35, 14, 12,, 2, 5,
North,2020/1/29, 26, 11, 15,, 2, 5,
North,2020/1/30, 26, 13, 21,, 2, 5,
North,2020/1/31, 30, 15, 23,, 2, 6,
North,2020/2/1, 33, 20, 22,, 2, 6,
North,2020/2/2, 51, 20, 21,, 2,,
North,2020/2/3, 47, 23, 22,, 3, 6,
North,2020/2/4, 47, 21, 17,, 3, 6,
North,2020/2/5, 41, 19, 19,,, 3,
North,2020/2/6, 37, 18, 20,,, 4,
North,2020/2/7, 45, 22, 18,,,,
North,2020/2/8, 47, 20, 11,,, 4,
North,2020/2/9, 36, 12, 19,,, 4,
North,2020/2/10, 24, 14, 9,,, 4,
North,2020/2/11, 26, 15, 12,,, 4,
North,2020/2/12, 34, 17, 14,, 3, 4,
North,2020/2/13, 38, 20, 14,, 3, 4,
North,2020/2/14, 35, 15, 19,,, 6,
North,2020/2/15, 31, 14, 30,,, 7,
North,2020/2/16, 37, 14, 15,,, 7,
North,2020/2/17, 25, 11, 10,, 2, 7,
North,2020/2/18, 26, 16, 17,, 2, 6,
North,2020/2/19, 40, 18, 19,, 2, 4,
North,2020/2/20, 38, 17, 15,, 3, 4,
North,2020/2/21, 35, 18, 18,,, 4,
North,2020/2/22, 40, 19, 18,,, 4,
North,2020/2/23, 38, 20, 16,, 3, 4,
North,2020/2/24, 41, 21, 16,, 3, 4,
North,2020/2/25, 39, 19, 14,, 3, 4,
North,2020/2/26, 38, 21, 14,,, 4,
North,2020/2/27, 43, 27, 14,,, 4,
North,2020/2/28, 34, 18, 20,,, 4,
North,2020/2/29, 38, 19, 17,,, 4,
North,2020/3/1, 34, 14, 14,,, 4,
North,2020/3/2, 28, 15, 10,, 2, 4,
